logFC	logCPM	LR	PValue	FDR
DHRS7	-1.30716540861053	5.92718726128084	36.6722896306521	1.39751906602677e-09	2.72423598791316e-08
DIO2	1.03115111841046	5.85464587831746	5.28766194021091	0.0214770358524734	0.0522267217606721
DIP2C	-1.20348365888078	4.97575070484268	30.456692949558	3.41403414894425e-08	4.99868982250288e-07
DIRAS1	-1.99342976324153	2.4126239188375	16.0123374820506	6.29310514391781e-05	0.000397312041994208
DIRAS3	-1.00857034647526	1.05769014460382	6.40374215509945	0.0113880077104292	0.0310594828055308
DISP1	-1.21084746492137	3.59725301421482	22.6273060109622	1.96669503247421e-06	1.92111995939694e-05
DIXDC1	-2.1624898079089	4.42674847409738	80.9753238483312	2.28553859635992e-19	2.63055555316695e-17
DKC1	1.37437662061487	6.89308887599296	40.4168131234843	2.05167933018722e-10	4.65000472848597e-09
DKK2	1.57227914353602	1.33037259272416	8.33035073870931	0.00389881295885351	0.0128882837970492
DLC1	-1.48467325735551	5.08408185278796	30.114917900901	4.07186870837453e-08	5.84547225857324e-07
DLEC1	2.21106795511545	0.8796846095272	4.96217399073686	0.0259076166918966	0.0609190290520418
DLG2	-3.16253017632603	0.957815827065678	46.4745399903504	9.28166328314155e-12	2.6308854339787e-10
DLG4	-1.09715528033373	2.90677049446508	21.3367625316238	3.85271866044457e-06	3.43860985769685e-05
DLGAP3	1.60712617756867	1.12047930786482	8.32220314784496	0.00391633909464137	0.0129332994652378
DLGAP5	2.97288805790132	5.1223940329451	65.0602429151183	7.26429783901207e-16	4.66748767947397e-14
DLX4	3.67907845595306	1.37029924485407	32.2956806478037	1.32407340968846e-08	2.12172344438699e-07
DLX5	2.75109693752654	3.76634691961092	7.18608628406605	0.00734710583064538	0.0216247037523732
DLX6	4.9528940226611	1.70725894850315	10.5634590306295	0.00115345149751784	0.00463904102739171
DMBT1	5.70552910072215	10.1416280147184	8.31019576183536	0.00394231419058563	0.0129895899945194
DMD	-2.49096056867079	4.83449174852953	55.4350841844744	9.65969011038816e-14	4.1919887967573e-12
DMPK	-1.90589305590186	5.76414233782055	74.8778067383397	5.00767688904721e-18	4.66740346851248e-16
DMRTA1	-1.46353476437974	1.57038626830542	6.52922482478576	0.010611619284426	0.0292128520899882
DNA2	2.04191748838624	3.74205264154626	43.2250645194193	4.87916309544512e-11	1.21392110397202e-09
DNAH17	1.59362646057844	4.60792274982403	4.43320017827656	0.0352463633559573	0.0782847228019147
DNAH2	3.27515181581245	3.05843634271806	12.5730295101117	0.000391353659159961	0.00187883824179951
DNAH3	2.94144253211601	1.60490618665005	25.2657695827889	4.99495046275855e-07	5.74897081087584e-06
DNAJB5	-1.85898030091492	4.14243093406733	30.6978206912989	3.01503490428675e-08	4.47134179645486e-07
DNAJC12	2.12443052675089	2.30135307717972	7.74148671912076	0.00539663514359218	0.0168109820570925
DNAJC18	-1.15101834689535	2.55283799518245	29.4312597103808	5.79355626835899e-08	8.04653838069251e-07
DNAJC2	1.01388132015354	5.68498287558222	19.9622656882813	7.89856254923016e-06	6.44546078308325e-05
DNAJC6	-1.50079498644535	2.52208095468839	14.7373934772226	0.000123571000313817	0.00070560213984197
DNAJC9	1.18090349899857	5.32971391984819	31.9799626079929	1.55771069373215e-08	2.45158843546239e-07
DNALI1	-1.26122639954483	2.82318191796381	6.40821872184733	0.0113593315187966	0.0310068286209098
DNER	-4.98598413167703	2.94070454456554	85.2225917142183	2.66598393146862e-20	3.52869633169187e-18
DNMT1	1.43304460041997	7.12698718456469	35.2388345410407	2.91649397859675e-09	5.40654261914658e-08
DNMT3B	3.1549937090848	4.02364338858199	43.0525180164308	5.32899875396863e-11	1.31840425247717e-09
DOC2A	3.9250341117896	1.05248895733297	20.2220764884304	6.89525910748729e-06	5.74359027984278e-05
DOCK3	-2.02342673665178	2.282457942687	26.2798461627148	2.95354808035386e-07	3.53784275036775e-06
DOK3	1.00637769751868	3.32727419535324	8.14329999936851	0.00432205554686733	0.0140178209307366
DONSON	1.18924658213963	4.23971984701106	25.8673086496077	3.65710600120023e-07	4.30653514518561e-06
DOPEY2	-1.02981664179919	6.13993150782631	15.1383305615324	9.99139491107995e-05	0.000586457219703123
DPCR1	-3.21043812925159	8.64538731447773	10.9444025810917	0.000938868140359793	0.00391027649647647
DPEP1	5.49708553256742	4.44777712907777	7.30531640913404	0.00687508895122646	0.0204668375037412
DPF1	2.54853060011787	2.14381854547256	9.16577098978203	0.00246583728017288	0.00878947578696978
DPP4	2.43367459826516	5.32770449573893	12.225643059582	0.000471371444403886	0.00219531049899009
DPT	-4.25906783223619	3.81364710240024	132.447964088203	1.19395557499274e-30	3.95079899765096e-28
DPY19L1	1.12594964771855	6.06402183099653	17.8740522585514	2.36017247641647e-05	0.000170055758834232
DPYSL3	-1.01645853048929	7.44460009102307	6.59859648750785	0.0102059186652834	0.0283376420083262
DSCC1	2.00476804326104	3.79967183336754	36.2465099814756	1.73871100410275e-09	3.34986591707481e-08
DSEL	-1.09368808426889	2.77092458449949	11.4553907143035	0.000712868990078408	0.00308956579982901
DSN1	1.52581797724277	4.89341170894981	41.8987961693699	9.61217987424655e-11	2.29651286670627e-09
DTL	2.77503290798912	5.20316149148522	59.450196443916	1.25428570235482e-14	6.40993264724651e-13
DTNA	-2.14070260828932	3.24140821215425	26.676477340977	2.40531978261067e-07	2.95456603432599e-06
DTX3L	1.17370242093303	7.43322524202519	24.5130625375809	7.38077584327786e-07	8.10049328869202e-06
DTYMK	1.35271150368027	4.64375346327984	33.8692373100236	5.89433686656311e-09	1.01058863686307e-07
DUOX1	-1.33354161403129	6.84732047664831	10.6607093128067	0.00109435417816114	0.00443233534337235
DUSP10	1.15417986263251	4.20338862891069	11.3570715031383	0.00075161242832945	0.00323249887719083
DUSP19	-2.78062164633477	2.73897644706809	220.520991396311	6.96213885124969e-50	1.02389855372379e-46
DUSP27	6.81693920729539	2.30176947161484	5.5606013848344	0.0183691030952887	0.0459896334177299
DUSP2	1.25848575404118	3.79703246339826	9.47315964722551	0.00208499946432766	0.00765309287571849
DUSP9	3.67819881455248	2.68957996265611	12.585259587245	0.000388801028549647	0.00187003523564768
DYX1C1	1.63921157989106	1.40000669163458	13.745688681463	0.00020930065977165	0.00110195049034907
E2F1	1.79844701536616	4.71607943943819	39.251095153431	3.72659292400591e-10	8.07286152899218e-09
E2F2	1.41036159668681	4.23511207164387	16.7460835706858	4.27303751826883e-05	0.000284067928637902
E2F3	1.51499854064067	5.32619989649804	23.8602541184251	1.0358860110451e-06	1.09512677653299e-05
E2F5	1.0795835231531	3.01065425902027	6.92823706983074	0.00848452812988495	0.0243234165750828
E2F7	2.92482012214849	4.62462338338147	40.7636690510979	1.71797531299069e-10	3.95462978134693e-09
E2F8	1.58661440285153	4.57769490158758	20.3407484258385	6.48056611429781e-06	5.4357904365555e-05
EAF2	1.1176830778989	1.61907833310686	11.7787100279831	0.000599119869970813	0.00267361786882457
ECE2	1.50843814547761	3.99512054338486	24.4647971752371	7.56800290984089e-07	8.28536695737419e-06
ECHDC2	-1.25486436677625	4.70354239621333	30.1029833193084	4.09700461708899e-08	5.87518451915384e-07
ECHDC3	-1.59962139986604	3.54558384611326	9.7705675358265	0.00177327706543938	0.00665280477271983
ECT2	2.6183821335491	7.1468902300561	65.9891498442758	4.53412138965776e-16	3.01576033736232e-14
EDA	-1.5585985657252	2.69336741908993	18.6895435606111	1.53823720109417e-05	0.000115748195529746
EEPD1	-1.09186448775995	4.54703753472334	11.6417697960641	0.000644872189486056	0.00284233376624623
EFCAB4A	-1.15369901610191	4.72321025597781	5.9045106268735	0.0151021608335969	0.0391025431912146
EFCAB4B	1.21791386431936	3.24123196361787	7.90926948149868	0.00491821263120899	0.0155976311138818
EFNA1	1.13547685406091	6.62904729837881	15.2643470194427	9.34640954728116e-05	0.000554998101246359
EFNA4	1.03273863645648	3.72286795325068	13.6511556619674	0.000220105807732106	0.0011487856747406
EFNB1	1.73076340212798	7.28236398916218	24.5437860185602	7.26402214566708e-07	7.99888495175121e-06
EGFL6	1.98572250148857	4.14280947720616	14.1269008615132	0.000170882470447782	0.000932788079141464
EGFR	1.34472408281186	8.65954398857666	4.88590470381712	0.0270768406231092	0.0631633878194348
EGR2	1.08641555011021	4.13490327675165	4.0382146471612	0.0444808555787316	0.0943507378910402
EGR3	-1.45384704866046	4.70454475087956	15.3100441755532	9.12301437363312e-05	0.000544664944742481
EGR4	2.73334612601379	1.33874215413011	7.2406843995964	0.00712698079992965	0.0210799369537137
EIF2AK2	1.24933086584806	5.80712061914413	27.8660078052708	1.30013930702709e-07	1.6723657791847e-06
EIF4A3	1.00113825462465	6.74500181749221	26.9315401149236	2.10790799150763e-07	2.62714408433098e-06
EIF4E3	-1.5150640257247	4.90927484622023	50.1562134823861	1.41980846248333e-12	4.91952481922233e-11
EIF4EBP3	-1.44429377981652	2.73484305023507	32.9463499888734	9.473744465043e-09	1.56547417901759e-07
EIF5A2	-1.07744019875339	4.53524600776538	17.3202378056612	3.15805573271836e-05	0.000220697073274869
ELFN1	1.1586059036405	3.35239405678094	5.86921617046625	0.0154079108415489	0.0397619629359994
ELFN2	3.14081355449593	2.34994121844169	10.4895709883281	0.00120050243556809	0.0047947647064512
ELL2	-1.60586496072235	6.56777418322323	39.4087568101509	3.437519574341e-10	7.52049736958305e-09
ELN	-1.23714592776065	5.91106013341272	7.35798955251826	0.00667654035940298	0.0199933683703751
ELOVL2	2.04166753626695	1.89940608558717	6.14552831499779	0.0131744801160777	0.0350507374505335
EMB	1.20636156605027	5.73578190225576	6.48515702559956	0.010877892942659	0.0298465570043603
EMCN	-1.01010523110643	3.27616713655226	10.0201484709221	0.00154836986120755	0.00593691294407393
EME1	2.75221488229056	2.81182428307918	58.6812621183491	1.85398777009427e-14	9.19077982208533e-13
EML1	-1.60643930965119	4.7598426014896	30.2612391821306	3.77596837957488e-08	5.46215491497848e-07
EMR2	1.48476037836827	3.5490178577135	11.2172097343112	0.000810422529144793	0.00344247515910157
EMX1	1.94202951580286	1.48128658142743	5.60849970598744	0.0178735598099625	0.0449761288297839
EN1	5.95961327230642	3.4956917526451	9.81542327865029	0.0017305444321373	0.00652175366341122
EN2	4.68369912470186	1.17571304202154	9.42164075951359	0.00214439563572801	0.00783201452386754
ENDOU	-1.95350303419368	3.3311768252481	4.57078424014949	0.0325216740548367	0.0733191752324679
ENO1	1.30408071993199	10.1802455783481	29.4380419613472	5.77331668895263e-08	8.02685080829591e-07
ENOX1	-2.08633887903736	0.972693161260122	40.5869049744446	1.8806278944017e-10	4.29172255350016e-09
ENPP1	-1.36649237799527	3.54108185944088	15.3514855579268	8.92507236280314e-05	0.000533468819005821
ENPP4	-1.42628432484488	4.90385828679305	13.2255633836732	0.000276156704769375	0.00140046365683044
ENPP5	-2.06955735509392	3.02281005080706	19.1308239269826	1.22057639329583e-05	9.49209702800447e-05
EPB41L4A	-1.36121054666809	4.4720479078426	24.2620099201316	8.40811669496051e-07	9.10718760838767e-06
EPB41L4B	-1.40145831762513	5.67500998976638	20.1611397395893	7.11844692461973e-06	5.88138348903039e-05
EPCAM	1.97594413797134	8.95583818463794	11.7686803757001	0.000602356660999031	0.00268534616536988
EPHA3	-1.13645500285872	2.75728578760424	8.83399075573138	0.0029567110601384	0.0102447716209403
EPHA7	-1.61049334483571	3.79121370963232	4.99707144962088	0.0253902449504105	0.0598833360947316
EPHB2	3.0636531143334	6.14739162744528	22.2743521749407	2.36342329969243e-06	2.25416772833477e-05
EPHX4	1.81763435930242	0.991738266059277	5.31338304445322	0.0211622240967782	0.0516224102736741
EPM2A	-1.92006793883113	2.66489953756742	85.410158802858	2.42471691616402e-20	3.24177304064111e-18
EPN1	-1.08554875545532	8.31450896277053	41.8023257114256	1.00983229550597e-10	2.40831356095801e-09
EPN3	-1.83642567636038	5.93968786127647	38.2463296319303	6.23542510750931e-10	1.29158195184653e-08
EPOR	-1.06717274937252	2.04305488539344	14.6656352505311	0.00012836539995386	0.000725643633585717
EPSTI1	2.57125337144874	4.64352013420019	30.4325200638569	3.4568420468903e-08	5.04462638728115e-07
ERBB2	2.4389531518376	10.1375928070271	8.48534526711478	0.00358018627288314	0.0119998342638342
ERCC6L	2.35725347378113	3.49329378560209	45.1264444574688	1.84714183234882e-11	4.94914358157268e-10
ERH	1.14622189809951	6.00997234933122	34.4554688926338	4.36115680030829e-09	7.7482243501853e-08
ERN1	-1.43523485594061	4.2353424565408	35.3489942020107	2.75610860715161e-09	5.13078108639362e-08
ERO1LB	-3.60887744870493	4.73954004922392	223.872129646409	1.29361798831255e-50	2.14029096166311e-47
ERP27	-2.32127782549303	1.45928822162722	36.4198626807305	1.59073833901649e-09	3.0782182244477e-08
ESCO2	2.26419338671915	4.0854902555064	37.8727035728074	7.55144477806046e-10	1.54007585643156e-08
ESM1	5.05678626388177	3.11638963395817	47.1717585826515	6.50307180817151e-12	1.92130934046781e-10
ESPN	2.08269715630588	5.67442209502193	16.2648387315095	5.50765540879581e-05	0.000353023375258215
ESRRG	-6.69722141331177	3.63543506847352	200.299361941768	1.79682036050114e-45	1.48641964322457e-42
ETFDH	-1.37044761955331	4.67639541836533	41.3498043545547	1.27284199609337e-10	2.99774673670674e-09
ETV4	2.96318394286514	5.83710199714031	32.2345973333782	1.3663595409294e-08	2.18156029960694e-07
ETV7	2.21021594917257	3.66125787620286	28.6670652531206	8.59531824913281e-08	1.15266091535483e-06
EXO1	3.04550445331084	4.17632535096473	61.3789266186643	4.70822931004232e-15	2.64059843846272e-13
EXOSC5	1.13283410638821	4.45007632458152	24.5620465347809	7.19550879817766e-07	7.93003783952368e-06
EXT1	1.08469594221059	6.76281938782193	20.3831809411249	6.33844337970209e-06	5.34026967369426e-05
EZH2	1.78008583217783	4.86333089098164	39.3033836036182	3.62812059335176e-10	7.88535372308768e-09
F10	-1.95814527721665	1.58441854739374	19.6028829378287	9.53252515095547e-06	7.60075318662932e-05
F11R	1.0488937794292	8.85215920942163	21.6761839876798	3.22773838111708e-06	2.92891498608283e-05
F12	1.50780853799158	3.94494800709304	12.2997840364366	0.000453010708524746	0.0021209938938923
F13A1	-1.92212478338346	4.20113604339916	20.1505375192926	7.15801293573616e-06	5.9066994524566e-05
F2RL2	1.58966218913389	4.40017405893235	8.71041907834808	0.00316396464369825	0.0108240465298501
F2RL3	-1.37226567353854	3.08005135715813	16.068870475802	6.10798860398656e-05	0.000387129369986429
F2R	1.312374142757	6.31282245279308	13.1120993208691	0.000293394728547199	0.00147376570286555
F5	2.77273439833765	6.05057493353787	7.42210651639186	0.00644273444373462	0.0194294903388634
F8	-1.5522456084513	3.39018170783523	39.9223231242035	2.64265664377745e-10	5.88858642037681e-09
FA2H	-1.70731356855086	5.49276722560081	12.0655677930317	0.000513616643999149	0.00235804020116987
FABP1	10.4353772824719	3.91563740018352	10.106630578371	0.00147736820498271	0.00570599520313717
FABP2	7.9502525286014	1.47376760728161	7.40820604689694	0.00649270334617127	0.0195401140268129
FABP3	-2.44976160227841	2.22806508258242	57.9661583673366	2.66666096504133e-14	1.26994709078577e-12
FABP6	3.12298875743349	1.35266573451425	11.2589594071522	0.000792396195202021	0.00338000516909247
FADD	1.71192721910144	6.01974235759522	15.6613525425279	7.57564593506763e-05	0.000465080007405173
FAHD2B	-1.50983550655731	2.44983913229256	23.5311794542971	1.22905784216792e-06	1.27992207702081e-05
FAIM2	-2.35256511529138	1.95455878843691	19.127884260165	1.2224577519859e-05	9.50098321004217e-05
FAM102A	-1.27821421536887	7.59008289485467	32.1129015262474	1.45468080556921e-08	2.31142318637623e-07
FAM107A	-3.6525712824434	3.34255866861077	107.79583578679	2.97941708421679e-25	7.04206509405241e-23
FAM107B	-1.7754163716591	6.74336053762692	24.7509580087962	6.52363678037304e-07	7.28449893219347e-06
FAM110A	1.29194154949311	5.18780314646815	23.2376110919695	1.43169757906271e-06	1.46218743491312e-05
FAM110B	-1.43745636036791	2.14621658165824	16.2356462873388	5.593173824906e-05	0.000358331310486233
FAM111B	1.94935432625551	4.60541494482527	30.338555964045	3.62841369148995e-08	5.26597408120186e-07
FAM124A	-1.51055579591531	1.56880744507576	18.9430875290932	1.34676347185324e-05	0.000103517777662308
FAM129A	-1.90729811121577	6.73486556870412	39.7929252163102	2.82366064927187e-10	6.27080073049706e-09
FAM132A	3.03516343533687	2.26858017737632	13.7104183888416	0.000213268116830583	0.00111839017209572
FAM13A	-1.51063590405534	4.87291097015078	44.7874301943115	2.19628092372605e-11	5.77931894760199e-10
FAM13B	-1.0459076103639	4.98834582272329	37.7229601743035	8.15391615212874e-10	1.65023293867853e-08
FAM13C	-1.81943463419003	2.1683334328515	38.8835564523124	4.49854030346690e-10	9.57277804769901e-09
FAM149A	-2.27115107475733	2.62864429850071	40.1798263152926	2.31627878659264e-10	5.19631627446445e-09
FAM174B	-1.84162087279027	3.98630540210846	33.7601499109875	6.23429204566925e-09	1.06199600407308e-07
FAM177B	-2.7478981247942	1.478193710644	8.97650866273398	0.00273472687235453	0.00959179765883983
FAM184A	-1.50350054634465	1.68845088154287	9.2240089600167	0.00238861950865715	0.00856007001676143
FAM189A2	-2.51009127197771	2.32316377418137	30.5816665005458	3.20104298574615e-08	4.72341192411773e-07
FAM198A	-2.12540271664574	1.01601703390994	22.5710820420125	2.02509977449337e-06	1.97084504409885e-05
FAM19A5	1.56540921659505	2.28856728423642	8.31590483493861	0.00392994219606692	0.012965282878151
FAM20A	-1.68398994354133	3.22693504640413	21.2242062650595	4.08571741224731e-06	3.61971590819983e-05
FAM24B	1.67475741179272	0.958825168222186	14.6170582230132	0.000131716865231412	0.00074208402221131
FAM26F	2.56858131088233	2.00652055438089	22.1839835473893	2.47731817197477e-06	2.34130744651829e-05
FAM3B	-1.97735615271562	4.48986781532652	9.96786979842568	0.00159295688109569	0.00608847163678389
FAM46B	-1.64033610472094	5.07397520493189	12.2636884151702	0.000461857718963939	0.00215936021483811
FAM46C	-1.85086754505592	5.02005809253743	21.0058910219015	4.57873338737331e-06	4.00291381210523e-05
FAM47E	-1.47016832454415	1.13338159518286	9.15579089621366	0.00247932196151616	0.00882395952746112
FAM49B	1.60184770476995	6.28375183138601	49.5873350386042	1.8973458763459e-12	6.35778987830742e-11
FAM60A	1.5774628853577	6.95023631929492	27.6803319862021	1.4311037084497e-07	1.83192347050679e-06
FAM63A	-1.53128688880828	4.72546797452343	48.991666101592	2.57052364620586e-12	8.27821191756224e-11
FAM64A	3.0250575375496	3.27539128258925	43.9285770094497	3.40579755016806e-11	8.75323036388824e-10
FAM72A	3.38091027070125	1.64443472909945	45.1541788483823	1.82116681000745e-11	4.88944500958593e-10
FAM72B	3.15398159737706	3.96321440595916	72.9812246515756	1.30889079210517e-17	1.12496613794182e-15
FAM72D	2.96461094968215	3.13005982819348	51.870437135607	5.92863605815861e-13	2.22930189959623e-11
FAM81A	2.00705134432379	2.38512475880571	12.3065953095997	0.000451360548509072	0.0021163352013216
FAM83A	2.19147834028202	6.80924889236436	6.2477410620138	0.0124351791692224	0.0334290536031715
FAM83B	1.01646419443426	5.64455311271622	5.16372779501671	0.0230633438212165	0.0553721057169638
FAM83H	1.17352871444649	9.06473809614085	12.8819249170196	0.000331770824483229	0.0016353219960133
FAM84A	1.12641232837195	6.42071221170874	4.58972737829538	0.0321641298216704	0.0727112591493816
FAM89A	1.21820359263195	4.01668555054205	10.7210875929305	0.00105921394738864	0.00431244411185361
FAM91A1	1.01557858181713	6.9260861720332	21.061217013886	4.44841071398691e-06	3.89670180081607e-05
FAM92A1	1.24394670133785	2.71672298152755	12.0877786429352	0.000507534062121335	0.00233659855521321
FANCA	2.17946285657539	5.29825280432788	51.0040574785297	9.21752344960898e-13	3.28849434983893e-11
FANCB	2.65430123575332	1.73404866991968	49.1041182860872	2.42730059125998e-12	7.87186412761966e-11
FANCD2	1.99286476083337	4.73757460776171	39.1718787495313	3.88089871306819e-10	8.37970234358411e-09
FANCG	1.08125942033803	4.11128183857887	19.8923153664859	8.19289898251189e-06	6.66510208558866e-05
FANCI	2.02119408679279	6.22344678659882	55.4552558922373	9.56107190737369e-14	4.17657913419136e-12
FANCL	1.11585913036361	3.87809938138759	22.7886186728834	1.80833454267751e-06	1.79021062130737e-05
FAP	2.21351937911114	4.45907574301966	13.8874521516997	0.000194089944753784	0.00103462525524006
FAR2	1.67559591936965	3.61711018403793	9.56262054647536	0.00198579426816428	0.0073377925553943
FAT3	-3.27824973602015	1.63038424986918	45.5789360562402	1.46609747762649e-11	4.00108581729159e-10
FAT4	-1.46992558712595	4.11485335540477	18.5576489496819	1.64842426910424e-05	0.000123338290705844
FBLN1	-1.85029311125728	7.36307499141133	24.5839113112057	7.11432413801992e-07	7.86019985733152e-06
FBLN2	-1.47819897063244	6.41021499284046	14.1066242977898	0.00017273439365251	0.000940482284814737
FBLN5	-1.25992679781417	5.04283520070616	16.1901537339256	5.72911284859276e-05	0.000365977498378252
FBN1	-1.00857688657525	7.37503982809469	6.73751953718502	0.00944057996763707	0.0265919379552339
FBN2	1.93875197511682	5.20669340964828	6.11302923297825	0.0134188947564233	0.0356008200032108
FBP1	-1.08961090293966	5.03059002662114	5.91844260483276	0.0149831969125664	0.0388663608833939
FBP2	-3.83417683833159	0.852217200530423	12.2040317875473	0.000476863447919135	0.00221465424444129
FBXL6	1.07807853372048	5.44200918760316	17.3368191435431	3.13062053814871e-05	0.000219011064708966
FBXL7	-1.29227483030681	3.81575045920488	18.4378371065886	1.75537631829712e-05	0.000130309371559062
FBXO41	1.00390500900033	4.80241908151062	8.33949370805527	0.00387924066738503	0.0128331990686099
FBXO45	1.10502718989424	5.66019821914533	16.606566311857	4.59915151610483e-05	0.00030225605495116
FBXO5	1.45490817176443	3.94329305221185	35.0795295241448	3.16510614356397e-09	5.80240234296574e-08
FCER1G	1.8303019344892	5.41208021762887	16.3807180737737	5.18096105979415e-05	0.000333699287693315
FCGR2A	1.72416361964546	5.65618778452953	14.7913065725916	0.000120087832443677	0.000687992166758707
FCGR3A	2.76550097774034	5.24317482522271	24.6081016666642	7.02557422327716e-07	7.77512545311843e-06
FCHO1	2.92189844234413	3.84688913856979	27.1530483804297	1.87968577402795e-07	2.35824842701744e-06
FEN1	1.74115859002215	5.63125845549523	42.9324957808277	5.66616139097578e-11	1.394002084962e-09
FER1L6	-2.17783876888559	4.94392323274678	9.07221895198199	0.00259521960057719	0.00918212420027791
FERMT1	1.66286622906306	7.05713109985517	17.6659992171188	2.63291179195607e-05	0.000187126805201862
FERMT2	-1.84617390032697	5.54814859664616	40.2814668780254	2.19885019432622e-10	4.95808878570731e-09
FFAR2	2.48161924233724	1.42457446699395	10.3194704782234	0.00131634051408771	0.00518081565401872
FGD3	1.05355503114866	3.31426839450374	8.84139651229208	0.00294473732764098	0.0102167004845017
FGD4	-2.19950163243478	5.89442236665883	71.738910432731	2.45640587942632e-17	2.03206176375542e-15
FGD6	1.69550386080101	6.12295565426637	33.2244962265757	8.21096179865028e-09	1.36704767757151e-07
FGF11	1.59789386435149	4.15070830256536	7.03105582282129	0.0080108108892822	0.0232066301007965
FGF13	-1.43549612579617	2.1908865407844	9.41724493115794	0.00214954237618688	0.00783999528553584
FGF19	7.95003839069212	4.78725268875486	10.7020651405274	0.00107016012797978	0.00434898355969921
FGF2	-1.78390181884235	3.23692898347316	29.2680009329936	6.30279713329028e-08	8.67191505782018e-07
FGF7	-1.09679650464457	3.44515168240652	6.47059996138861	0.0109673501519447	0.0300546266275651
FGFR1	-1.25712166893787	6.09867281291107	9.90577679537367	0.00164760769906397	0.00625580479197095
FGFR4	2.28497091778775	5.91802590647984	10.8456973743416	0.000990255789588539	0.00407810380553637
FGL2	-2.7269733116283	5.61229208914228	53.1601845505081	3.0742736389323e-13	1.22195453107832e-11
FHIT	-1.16903788128476	1.24470158771259	9.57028509957681	0.00197752069846268	0.00731130278347823
FHL1	-3.16440379689491	6.39526021048761	91.9464900685695	8.90521757206138e-22	1.49201847827601e-19
FHL5	-2.17539831000476	1.02705248557238	38.5834717517106	5.24613101493468e-10	1.1039394294702e-08
FIBIN	-1.30194853935893	2.87525921463819	10.9427839693218	0.000939688684061854	0.00391123252271783
FIGNL1	1.45706462229871	4.76441806428748	31.0191806179492	2.55491085866407e-08	3.83845631387941e-07
FILIP1L	-1.96320711346535	6.16327976654642	48.2709098352543	3.71218581048241e-12	1.15737410520557e-10
FILIP1	-2.30447486106958	3.29545669613851	61.2800787411453	4.95064240440963e-15	2.76483978332345e-13
FJX1	1.31584227031323	4.29514065559103	10.2855638036579	0.00134075045771641	0.00526124312432091
FKBP10	1.69743132255008	6.82476951262597	8.48338224410071	0.00358405145230343	0.0120097481070097
FKBP5	-2.08298171738206	7.14184262501248	53.2627177915464	2.91792223406456e-13	1.16681627462473e-11
FKBP9L	1.1717573177288	2.1803460622562	4.80545856787248	0.0283697155661536	0.0656127127788939
FLG	-2.07895679985201	4.87803739747501	8.09839905123096	0.00443043739665599	0.0142957750809699
FLNC	-3.56436608693475	7.27051964131577	87.5007477985884	8.42479410153094e-21	1.18628270987089e-18
FLVCR1	1.25828628208331	4.33573736198692	19.4680408418941	1.02297026907817e-05	8.09326627705837e-05
FLVCR2	2.07866490008793	3.2603598187668	21.0339850856306	4.51208474698132e-06	3.94725404567381e-05
FMO1	2.15004168869875	2.06037168496118	8.47005363823277	0.00361040784921211	0.0120703106365171
FMO3	1.05658951486082	2.04744170306537	5.18463753065726	0.022787425077231	0.054809078379471
FMO5	-3.28009665251086	4.48591267963037	54.8874859324421	1.2763107887374e-13	5.39720434496108e-12
FMOD	-2.64511660305462	6.51131252759753	69.7816141584772	6.62475139071432e-17	4.98211417088038e-15
FNBP1	-1.66784130634797	6.07344011505265	38.0837476612547	6.77722989514145e-10	1.39291016913187e-08
FNDC5	-4.51899444752013	1.49048245950669	220.087789765077	8.65434933982255e-50	1.14548967861891e-46
FNIP2	-1.03151278382597	5.64843539283552	16.4213466098641	5.0710920558723e-05	0.000327941398298073
FOLR1	-2.36905824929132	2.23598265421387	8.75653436112935	0.00308494716155422	0.0105920520441846
FOLR2	-1.16060914607365	2.46306698115849	7.48296667673986	0.00622853640131736	0.0188997954625943
FOSB	-1.42763161973136	6.82714789842781	10.3855761292767	0.00127003552208254	0.00502952987078695
FOSL1	1.04454954338827	6.23962695167797	4.68303011430953	0.0304619712917021	0.0695160021694452
FOXA1	-1.0580939561103	6.17553677561244	5.76630122926542	0.0163363833011179	0.0417429284505012
FOXC2	2.20236000007551	2.43404116500881	8.52297943892344	0.00350689885069124	0.0117960135165818
FOXD2	2.48500551810603	2.89957585342447	23.9631249298897	9.8198563176505e-07	1.04566064537749e-05
FOXF1	-2.05149816375628	4.14491074547722	49.4959155475113	1.98785156471277e-12	6.59428654399455e-11
FOXF2	-1.38863930697771	4.20245167031912	21.5854746944285	3.38404999811044e-06	3.05534009379194e-05
FOXJ1	4.80221992457801	3.44053480283917	11.7133283513647	0.000620540298677952	0.00275158170629862
FOXL1	2.22723367006412	2.6681150712691	17.3150934039158	3.16661658684626e-05	0.00022106190476528
FOXL2	4.88826282730717	2.16287448556885	9.95059256400145	0.00160797631189949	0.00613524775563609
FOXM1	2.7775532642101	7.11085740409373	54.5988795168067	1.47819893559948e-13	6.11420034737336e-12
FOXN3	-1.26304184573965	7.10861610940089	50.699621008302	1.07640343797647e-12	3.79927357468176e-11
FOXP2	-1.62478409325193	3.00116530565963	9.19361957454404	0.00242860171437421	0.0086854829212259
FOXP3	2.80418824543356	2.43555235253434	31.7319350920561	1.76987865880791e-08	2.75277484465118e-07
FOXS1	2.76757235609466	1.42305354051689	37.7925174500697	7.86829923552768e-10	1.59976664641236e-08
FPR3	1.30196704473082	3.90168740097266	8.74814781504557	0.00309916667612719	0.01063811465903
